design,card,domain,combo,perm,choiceset,option_1,option_2,option_3,option_4,response,order,gender,educ,region,race,age_cross
13,29,13,5,10,db,4,2,,,2,12,1,2,3,3,3
13,30,14,11,42,adcb,1,4,3,2,2,14,1,2,3,3,3
13,31,15,9,30,dca,4,3,1,,3,3,1,2,3,3,3
13,32,16,11,38,abdc,1,2,4,3,1,1,1,2,3,3,3
14,1,1,10,33,cbd,3,2,4,,2,28,1,5,4,1,1
14,2,2,10,33,cbd,3,2,4,,4,25,1,5,4,1,1
14,3,3,3,6,da,4,1,,,4,22,1,5,4,1,1
14,4,4,4,8,cb,3,2,,,3,26,1,5,4,1,1
14,5,5,4,8,cb,3,2,,,2,32,1,5,4,1,1
14,6,6,10,36,dcb,4,3,2,,3,19,1,5,4,1,1
14,7,7,7,16,bca,2,3,1,,1,24,1,5,4,1,1
14,8,8,9,27,cad,3,1,4,,3,20,1,5,4,1,1
14,9,9,1,2,ba,2,1,,,1,17,1,5,4,1,1
14,10,10,8,21,bad,2,1,4,,2,31,1,5,4,1,1
14,11,11,11,40,acdb,1,3,4,2,2,18,1,5,4,1,1
14,12,12,10,34,cdb,3,4,2,,2,23,1,5,4,1,1
14,13,13,4,8,cb,3,2,,,2,29,1,5,4,1,1
14,14,14,9,30,dca,4,3,1,,3,30,1,5,4,1,1
14,15,15,3,5,ad,1,4,,,4,27,1,5,4,1,1
14,16,16,9,25,acd,1,3,4,,4,21,1,5,4,1,1
14,17,1,1,2,ba,2,1,,,2,12,1,5,4,1,1
14,18,2,2,3,ac,1,3,,,3,9,1,5,4,1,1
14,19,3,8,20,adb,1,4,2,,4,6,1,5,4,1,1
14,20,4,6,11,cd,3,4,,,3,10,1,5,4,1,1
14,21,5,10,36,dcb,4,3,2,,2,16,1,5,4,1,1
14,22,6,1,2,ba,2,1,,,2,3,1,5,4,1,1
14,23,7,5,10,db,4,2,,,4,8,1,5,4,1,1
14,24,8,1,2,ba,2,1,,,2,4,1,5,4,1,1
14,25,9,11,55,dabc,4,1,2,3,1,1,1,5,4,1,1
14,26,10,4,8,cb,3,2,,,2,15,1,5,4,1,1
14,27,11,8,22,bda,2,4,1,,2,2,1,5,4,1,1
14,28,12,7,13,abc,1,2,3,,2,7,1,5,4,1,1
14,29,13,3,6,da,4,1,,,4,13,1,5,4,1,1
14,30,14,11,40,acdb,1,3,4,2,3,14,1,5,4,1,1
14,31,15,6,12,dc,4,3,,,3,11,1,5,4,1,1
14,32,16,5,9,bd,2,4,,,4,5,1,5,4,1,1
15,1,1,11,59,dcab,4,3,1,2,2,2,2,6,4,2,3
15,2,2,6,12,dc,4,3,,,3,15,2,6,4,2,3
15,3,3,9,30,dca,4,3,1,,1,1,2,6,4,2,3
15,4,4,3,6,da,4,1,,,1,4,2,6,4,2,3
15,5,5,2,3,ac,1,3,,,3,14,2,6,4,2,3
15,6,6,10,34,cdb,3,4,2,,2,13,2,6,4,2,3
15,7,7,6,12,dc,4,3,,,3,10,2,6,4,2,3
15,8,8,11,55,dabc,4,1,2,3,4,16,2,6,4,2,3
15,9,9,7,17,cab,3,1,2,,2,5,2,6,4,2,3
15,10,10,9,28,cda,3,4,1,,3,12,2,6,4,2,3
15,11,11,2,3,ac,1,3,,,3,3,2,6,4,2,3
15,12,12,8,22,bda,2,4,1,,4,11,2,6,4,2,3
15,13,13,11,50,cadb,3,1,4,2,3,7,2,6,4,2,3
15,14,14,6,12,dc,4,3,,,4,8,2,6,4,2,3
15,15,15,8,22,bda,2,4,1,,2,6,2,6,4,2,3
15,16,16,6,11,cd,3,4,,,3,9,2,6,4,2,3
15,17,1,10,34,cdb,3,4,2,,2,18,2,6,4,2,3
15,18,2,9,29,dac,4,1,3,,1,31,2,6,4,2,3
15,19,3,2,4,ca,3,1,,,1,17,2,6,4,2,3
15,20,4,10,36,dcb,4,3,2,,2,20,2,6,4,2,3
15,21,5,3,6,da,4,1,,,4,30,2,6,4,2,3
15,22,6,2,3,ac,1,3,,,1,29,2,6,4,2,3
15,23,7,7,14,acb,1,3,2,,3,26,2,6,4,2,3
15,24,8,10,35,dbc,4,2,3,,2,32,2,6,4,2,3
15,25,9,3,6,da,4,1,,,4,21,2,6,4,2,3
15,26,10,11,59,dcab,4,3,1,2,3,28,2,6,4,2,3
15,27,11,4,8,cb,3,2,,,3,19,2,6,4,2,3
15,28,12,6,12,dc,4,3,,,4,27,2,6,4,2,3
15,29,13,5,10,db,4,2,,,2,23,2,6,4,2,3
15,30,14,10,31,bcd,2,3,4,,4,24,2,6,4,2,3
15,31,15,2,3,ac,1,3,,,3,22,2,6,4,2,3
15,32,16,7,13,abc,1,2,3,,2,25,2,6,4,2,3
16,1,1,4,8,cb,3,2,,,3,9,2,6,4,1,2
16,2,2,1,1,ab,1,2,,,1,6,2,6,4,1,2
16,3,3,5,10,db,4,2,,,4,1,2,6,4,1,2
16,4,4,11,40,acdb,1,3,4,2,2,15,2,6,4,1,2
16,5,5,11,56,dacb,4,1,3,2,4,7,2,6,4,1,2
16,6,6,10,36,dcb,4,3,2,,2,3,2,6,4,1,2
16,7,7,11,60,dcba,4,3,2,1,1,10,2,6,4,1,2
16,8,8,6,12,dc,4,3,,,4,5,2,6,4,1,2
16,9,9,6,11,cd,3,4,,,4,16,2,6,4,1,2
16,10,10,10,34,cdb,3,4,2,,2,8,2,6,4,1,2
16,11,11,8,23,dab,4,1,2,,4,12,2,6,4,1,2
16,12,12,1,2,ba,2,1,,,1,11,2,6,4,1,2
16,13,13,5,10,db,4,2,,,2,4,2,6,4,1,2
16,14,14,2,3,ac,1,3,,,1,14,2,6,4,1,2
16,15,15,5,10,db,4,2,,,2,13,2,6,4,1,2
16,16,16,8,22,bda,2,4,1,,4,2,2,6,4,1,2
16,17,1,5,9,bd,2,4,,,4,25,2,6,4,1,2
16,18,2,9,26,adc,1,4,3,,1,22,2,6,4,1,2
16,19,3,10,34,cdb,3,4,2,,4,17,2,6,4,1,2
16,20,4,5,10,db,4,2,,,2,31,2,6,4,1,2
16,21,5,5,9,bd,2,4,,,4,23,2,6,4,1,2
16,22,6,9,29,dac,4,1,3,,1,19,2,6,4,1,2
16,23,7,5,10,db,4,2,,,2,26,2,6,4,1,2
16,24,8,11,37,abcd,1,2,3,4,4,21,2,6,4,1,2
16,25,9,5,9,bd,2,4,,,2,32,2,6,4,1,2
16,26,10,5,10,db,4,2,,,2,24,2,6,4,1,2
16,27,11,1,1,ab,1,2,,,1,28,2,6,4,1,2
16,28,12,4,8,cb,3,2,,,2,27,2,6,4,1,2
16,29,13,10,32,bdc,2,4,3,,2,20,2,6,4,1,2
16,30,14,6,12,dc,4,3,,,4,30,2,6,4,1,2
16,31,15,4,7,bc,2,3,,,2,29,2,6,4,1,2
16,32,16,6,11,cd,3,4,,,3,18,2,6,4,1,2
17,1,1,2,3,ac,1,3,,,3,6,2,5,3,1,1
17,2,2,4,8,cb,3,2,,,2,16,2,5,3,1,1
17,3,3,9,28,cda,3,4,1,,3,14,2,5,3,1,1
17,4,4,2,4,ca,3,1,,,1,2,2,5,3,1,1
17,5,5,5,10,db,4,2,,,2,8,2,5,3,1,1
17,6,6,8,21,bad,2,1,4,,4,12,2,5,3,1,1
17,7,7,4,8,cb,3,2,,,2,1,2,5,3,1,1
17,8,8,8,19,abd,1,2,4,,1,13,2,5,3,1,1
17,9,9,5,10,db,4,2,,,2,15,2,5,3,1,1
17,10,10,6,11,cd,3,4,,,4,4,2,5,3,1,1
17,11,11,2,4,ca,3,1,,,1,9,2,5,3,1,1
17,12,12,9,30,dca,4,3,1,,3,10,2,5,3,1,1
17,13,13,1,1,ab,1,2,,,2,11,2,5,3,1,1
17,14,14,4,8,cb,3,2,,,3,5,2,5,3,1,1
17,15,15,9,28,cda,3,4,1,,1,3,2,5,3,1,1
17,16,16,5,10,db,4,2,,,2,7,2,5,3,1,1
17,17,1,5,10,db,4,2,,,4,22,2,5,3,1,1
17,18,2,1,1,ab,1,2,,,2,32,2,5,3,1,1
17,19,3,6,11,cd,3,4,,,3,30,2,5,3,1,1
17,20,4,11,40,acdb,1,3,4,2,2,18,2,5,3,1,1
17,21,5,2,4,ca,3,1,,,3,24,2,5,3,1,1
17,22,6,7,13,abc,1,2,3,,2,28,2,5,3,1,1
17,23,7,1,2,ba,2,1,,,1,17,2,5,3,1,1
17,24,8,1,1,ab,1,2,,,1,29,2,5,3,1,1
17,25,9,9,27,cad,3,1,4,,1,31,2,5,3,1,1
17,26,10,5,9,bd,2,4,,,2,20,2,5,3,1,1
17,27,11,5,9,bd,2,4,,,4,25,2,5,3,1,1
17,28,12,5,10,db,4,2,,,2,26,2,5,3,1,1
17,29,13,5,9,bd,2,4,,,4,27,2,5,3,1,1
17,30,14,6,11,cd,3,4,,,4,21,2,5,3,1,1
17,31,15,8,20,adb,1,4,2,,1,19,2,5,3,1,1
17,32,16,10,35,dbc,4,2,3,,2,23,2,5,3,1,1
18,1,1,8,23,dab,4,1,2,,2,31,1,2,1,1,2
18,2,2,2,4,ca,3,1,,,1,24,1,2,1,1,2
18,3,3,1,2,ba,2,1,,,1,18,1,2,1,1,2
18,4,4,1,1,ab,1,2,,,2,21,1,2,1,1,2
18,5,5,8,19,abd,1,2,4,,4,20,1,2,1,1,2
18,6,6,7,16,bca,2,3,1,,3,26,1,2,1,1,2
18,7,7,8,19,abd,1,2,4,,2,25,1,2,1,1,2
18,8,8,10,31,bcd,2,3,4,,3,17,1,2,1,1,2
18,9,9,1,1,ab,1,2,,,2,32,1,2,1,1,2
18,10,10,5,10,db,4,2,,,2,29,1,2,1,1,2
18,11,11,5,9,bd,2,4,,,2,19,1,2,1,1,2
18,12,12,9,26,adc,1,4,3,,1,23,1,2,1,1,2
18,13,13,7,13,abc,1,2,3,,2,30,1,2,1,1,2
18,14,14,7,17,cab,3,1,2,,3,27,1,2,1,1,2
18,15,15,8,19,abd,1,2,4,,1,22,1,2,1,1,2
18,16,16,6,12,dc,4,3,,,4,28,1,2,1,1,2
18,17,1,7,14,acb,1,3,2,,2,15,1,2,1,1,2
18,18,2,8,19,abd,1,2,4,,1,8,1,2,1,1,2
18,19,3,10,33,cbd,3,2,4,,2,2,1,2,1,1,2
18,20,4,2,4,ca,3,1,,,3,5,1,2,1,1,2
18,21,5,4,7,bc,2,3,,,2,4,1,2,1,1,2
18,22,6,6,11,cd,3,4,,,3,10,1,2,1,1,2
18,23,7,9,27,cad,3,1,4,,3,9,1,2,1,1,2
18,24,8,11,43,bacd,2,1,3,4,3,1,1,2,1,1,2
18,25,9,5,9,bd,2,4,,,4,16,1,2,1,1,2
18,26,10,8,24,dba,4,2,1,,1,13,1,2,1,1,2
18,27,11,2,3,ac,1,3,,,1,3,1,2,1,1,2
18,28,12,7,13,abc,1,2,3,,1,7,1,2,1,1,2
18,29,13,4,8,cb,3,2,,,2,14,1,2,1,1,2
18,30,14,1,1,ab,1,2,,,1,11,1,2,1,1,2
18,31,15,11,58,dbca,4,2,3,1,1,6,1,2,1,1,2
18,32,16,10,32,bdc,2,4,3,,4,12,1,2,1,1,2
19,1,1,4,7,bc,2,3,,,2,10,2,2,1,1,3
19,2,2,5,10,db,4,2,,,2,12,2,2,1,1,3
19,3,3,3,5,ad,1,4,,,4,4,2,2,1,1,3
19,4,4,6,11,cd,3,4,,,4,16,2,2,1,1,3
19,5,5,9,27,cad,3,1,4,,3,13,2,2,1,1,3
19,6,6,5,10,db,4,2,,,2,15,2,2,1,1,3
19,7,7,6,12,dc,4,3,,,3,8,2,2,1,1,3
19,8,8,7,13,abc,1,2,3,,1,5,2,2,1,1,3
19,9,9,2,3,ac,1,3,,,1,1,2,2,1,1,3
19,10,10,2,3,ac,1,3,,,3,9,2,2,1,1,3
19,11,11,9,25,acd,1,3,4,,3,11,2,2,1,1,3
19,12,12,9,30,dca,4,3,1,,4,2,2,2,1,1,3
19,13,13,3,5,ad,1,4,,,4,7,2,2,1,1,3
19,14,14,5,9,bd,2,4,,,2,6,2,2,1,1,3
19,15,15,11,53,cdab,3,4,1,2,3,14,2,2,1,1,3
19,16,16,3,5,ad,1,4,,,4,3,2,2,1,1,3
19,17,1,6,12,dc,4,3,,,4,26,2,2,1,1,3
19,18,2,6,11,cd,3,4,,,3,28,2,2,1,1,3
19,19,3,6,12,dc,4,3,,,4,20,2,2,1,1,3
19,20,4,11,53,cdab,3,4,1,2,1,32,2,2,1,1,3
19,21,5,4,7,bc,2,3,,,3,29,2,2,1,1,3
19,22,6,11,60,dcba,4,3,2,1,1,31,2,2,1,1,3
19,23,7,9,25,acd,1,3,4,,1,24,2,2,1,1,3
19,24,8,11,54,cdba,3,4,2,1,4,21,2,2,1,1,3
19,25,9,3,5,ad,1,4,,,1,17,2,2,1,1,3
19,26,10,6,12,dc,4,3,,,3,25,2,2,1,1,3
19,27,11,8,23,dab,4,1,2,,1,27,2,2,1,1,3
19,28,12,6,12,dc,4,3,,,4,18,2,2,1,1,3
19,29,13,2,4,ca,3,1,,,1,23,2,2,1,1,3
19,30,14,9,28,cda,3,4,1,,1,22,2,2,1,1,3
19,31,15,7,17,cab,3,1,2,,3,30,2,2,1,1,3
19,32,16,10,34,cdb,3,4,2,,4,19,2,2,1,1,3
20,1,1,4,7,bc,2,3,,,3,16,2,2,2,3,3
20,2,2,5,9,bd,2,4,,,2,8,2,2,2,3,3
20,3,3,4,8,cb,3,2,,,3,12,2,2,2,3,3
20,4,4,11,50,cadb,3,1,4,2,3,14,2,2,2,3,3
20,5,5,2,3,ac,1,3,,,1,3,2,2,2,3,3
20,6,6,3,5,ad,1,4,,,4,13,2,2,2,3,3
20,7,7,2,3,ac,1,3,,,1,5,2,2,2,3,3
20,8,8,4,8,cb,3,2,,,3,1,2,2,2,3,3
20,9,9,9,30,dca,4,3,1,,3,6,2,2,2,3,3
20,10,10,5,9,bd,2,4,,,2,9,2,2,2,3,3
20,11,11,10,34,cdb,3,4,2,,3,7,2,2,2,3,3
20,12,12,7,13,abc,1,2,3,,1,2,2,2,2,3,3
20,13,13,4,8,cb,3,2,,,2,10,2,2,2,3,3
20,14,14,3,6,da,4,1,,,4,15,2,2,2,3,3
20,15,15,3,5,ad,1,4,,,4,11,2,2,2,3,3
20,16,16,2,4,ca,3,1,,,3,4,2,2,2,3,3
20,17,1,10,34,cdb,3,4,2,,3,32,2,2,2,3,3
20,18,2,7,18,cba,3,2,1,,3,24,2,2,2,3,3
20,19,3,3,6,da,4,1,,,4,28,2,2,2,3,3
20,20,4,9,27,cad,3,1,4,,3,30,2,2,2,3,3
20,21,5,3,6,da,4,1,,,1,19,2,2,2,3,3
20,22,6,9,29,dac,4,1,3,,4,29,2,2,2,3,3
20,23,7,3,5,ad,1,4,,,1,21,2,2,2,3,3
20,24,8,10,32,bdc,2,4,3,,3,17,2,2,2,3,3
20,25,9,11,55,dabc,4,1,2,3,3,22,2,2,2,3,3
20,26,10,1,2,ba,2,1,,,2,25,2,2,2,3,3
20,27,11,8,22,bda,2,4,1,,1,23,2,2,2,3,3
20,28,12,2,3,ac,1,3,,,1,18,2,2,2,3,3
20,29,13,7,17,cab,3,1,2,,2,26,2,2,2,3,3
20,30,14,7,16,bca,2,3,1,,3,31,2,2,2,3,3
20,31,15,1,1,ab,1,2,,,1,27,2,2,2,3,3
20,32,16,8,24,dba,4,2,1,,2,20,2,2,2,3,3
21,1,1,4,7,bc,2,3,,,2,29,1,6,4,1,1
21,2,2,5,10,db,4,2,,,2,18,1,6,4,1,1
21,3,3,4,7,bc,2,3,,,2,32,1,6,4,1,1
21,4,4,8,24,dba,4,2,1,,1,30,1,6,4,1,1
21,5,5,11,52,cbda,3,2,4,1,1,28,1,6,4,1,1
21,6,6,3,6,da,4,1,,,4,24,1,6,4,1,1
21,7,7,4,8,cb,3,2,,,2,20,1,6,4,1,1
21,8,8,5,9,bd,2,4,,,4,26,1,6,4,1,1
21,9,9,11,60,dcba,4,3,2,1,2,25,1,6,4,1,1
21,10,10,11,53,cdab,3,4,1,2,1,23,1,6,4,1,1
21,11,11,1,2,ba,2,1,,,1,17,1,6,4,1,1
21,12,12,1,2,ba,2,1,,,2,22,1,6,4,1,1
21,13,13,4,8,cb,3,2,,,2,19,1,6,4,1,1
21,14,14,5,10,db,4,2,,,2,31,1,6,4,1,1
21,15,15,4,8,cb,3,2,,,2,21,1,6,4,1,1
21,16,16,6,12,dc,4,3,,,3,27,1,6,4,1,1
21,17,1,5,10,db,4,2,,,2,13,1,6,4,1,1
21,18,2,11,37,abcd,1,2,3,4,2,2,1,6,4,1,1
21,19,3,6,12,dc,4,3,,,3,16,1,6,4,1,1
21,20,4,1,2,ba,2,1,,,1,14,1,6,4,1,1
21,21,5,4,7,bc,2,3,,,2,12,1,6,4,1,1
21,22,6,6,11,cd,3,4,,,4,8,1,6,4,1,1
21,23,7,7,18,cba,3,2,1,,2,4,1,6,4,1,1
21,24,8,7,13,abc,1,2,3,,2,10,1,6,4,1,1
21,25,9,10,32,bdc,2,4,3,,2,9,1,6,4,1,1
21,26,10,3,6,da,4,1,,,1,7,1,6,4,1,1
21,27,11,10,35,dbc,4,2,3,,3,1,1,6,4,1,1
21,28,12,8,21,bad,2,1,4,,4,6,1,6,4,1,1
21,29,13,1,2,ba,2,1,,,2,3,1,6,4,1,1
21,30,14,2,3,ac,1,3,,,1,15,1,6,4,1,1
21,31,15,3,5,ad,1,4,,,4,5,1,6,4,1,1
21,32,16,1,1,ab,1,2,,,2,11,1,6,4,1,1
22,1,1,6,11,cd,3,4,,,4,5,2,4,2,1,3
22,2,2,6,12,dc,4,3,,,3,16,2,4,2,1,3
22,3,3,6,12,dc,4,3,,,4,12,2,4,2,1,3
22,4,4,1,2,ba,2,1,,,2,10,2,4,2,1,3
22,5,5,5,10,db,4,2,,,2,13,2,4,2,1,3
22,6,6,4,8,cb,3,2,,,3,14,2,4,2,1,3
22,7,7,3,5,ad,1,4,,,4,2,2,4,2,1,3
22,8,8,10,35,dbc,4,2,3,,4,8,2,4,2,1,3
22,9,9,9,30,dca,4,3,1,,1,1,2,4,2,1,3
22,10,10,2,3,ac,1,3,,,1,3,2,4,2,1,3
22,11,11,11,53,cdab,3,4,1,2,4,15,2,4,2,1,3
22,12,12,11,60,dcba,4,3,2,1,4,11,2,4,2,1,3
22,13,13,1,2,ba,2,1,,,1,4,2,4,2,1,3
22,14,14,9,26,adc,1,4,3,,4,7,2,4,2,1,3
22,15,15,9,27,cad,3,1,4,,3,9,2,4,2,1,3
22,16,16,6,12,dc,4,3,,,4,6,2,4,2,1,3
22,17,1,3,5,ad,1,4,,,1,21,2,4,2,1,3
22,18,2,10,34,cdb,3,4,2,,3,32,2,4,2,1,3
22,19,3,4,8,cb,3,2,,,2,28,2,4,2,1,3
22,20,4,4,8,cb,3,2,,,2,26,2,4,2,1,3
22,21,5,6,12,dc,4,3,,,4,29,2,4,2,1,3
22,22,6,11,39,acbd,1,3,2,4,3,30,2,4,2,1,3
22,23,7,7,17,cab,3,1,2,,3,18,2,4,2,1,3
22,24,8,9,27,cad,3,1,4,,1,24,2,4,2,1,3
22,25,9,10,33,cbd,3,2,4,,4,17,2,4,2,1,3
22,26,10,11,51,cbad,3,2,1,4,4,19,2,4,2,1,3
22,27,11,5,10,db,4,2,,,4,31,2,4,2,1,3
22,28,12,2,4,ca,3,1,,,1,27,2,4,2,1,3
22,29,13,5,10,db,4,2,,,4,20,2,4,2,1,3
22,30,14,2,3,ac,1,3,,,3,23,2,4,2,1,3
22,31,15,1,1,ab,1,2,,,1,25,2,4,2,1,3
22,32,16,2,3,ac,1,3,,,1,22,2,4,2,1,3
23,1,1,4,7,bc,2,3,,,2,12,2,1,4,4,1
23,2,2,9,26,adc,1,4,3,,4,15,2,1,4,4,1
23,3,3,8,20,adb,1,4,2,,1,9,2,1,4,4,1
23,4,4,9,30,dca,4,3,1,,3,8,2,1,4,4,1
23,5,5,3,5,ad,1,4,,,1,11,2,1,4,4,1
23,6,6,8,19,abd,1,2,4,,1,10,2,1,4,4,1
23,7,7,5,9,bd,2,4,,,4,13,2,1,4,4,1
23,8,8,9,26,adc,1,4,3,,4,16,2,1,4,4,1
23,9,9,10,35,dbc,4,2,3,,3,3,2,1,4,4,1
23,10,10,1,1,ab,1,2,,,1,4,2,1,4,4,1
23,11,11,4,7,bc,2,3,,,3,14,2,1,4,4,1
23,12,12,5,9,bd,2,4,,,4,1,2,1,4,4,1
23,13,13,10,35,dbc,4,2,3,,2,7,2,1,4,4,1
23,14,14,5,10,db,4,2,,,2,6,2,1,4,4,1
23,15,15,1,1,ab,1,2,,,1,2,2,1,4,4,1
23,16,16,11,46,bcda,2,3,4,1,3,5,2,1,4,4,1
23,17,1,7,18,cba,3,2,1,,2,28,2,1,4,4,1
23,18,2,2,4,ca,3,1,,,1,31,2,1,4,4,1
23,19,3,1,2,ba,2,1,,,2,25,2,1,4,4,1
23,20,4,5,10,db,4,2,,,2,24,2,1,4,4,1
23,21,5,8,22,bda,2,4,1,,4,27,2,1,4,4,1
23,22,6,2,4,ca,3,1,,,1,26,2,1,4,4,1
23,23,7,6,12,dc,4,3,,,4,29,2,1,4,4,1
23,24,8,4,8,cb,3,2,,,2,32,2,1,4,4,1
23,25,9,7,13,abc,1,2,3,,1,19,2,1,4,4,1
23,26,10,4,8,cb,3,2,,,3,20,2,1,4,4,1
23,27,11,2,4,ca,3,1,,,1,30,2,1,4,4,1
23,28,12,2,4,ca,3,1,,,1,17,2,1,4,4,1
23,29,13,11,57,dbac,4,2,1,3,1,23,2,1,4,4,1
23,30,14,11,40,acdb,1,3,4,2,3,22,2,1,4,4,1
23,31,15,9,28,cda,3,4,1,,3,18,2,1,4,4,1
23,32,16,1,2,ba,2,1,,,1,21,2,1,4,4,1
24,1,1,6,11,cd,3,4,,,4,32,2,2,1,1,1
24,2,2,9,27,cad,3,1,4,,1,21,2,2,1,1,1
24,3,3,7,13,abc,1,2,3,,3,29,2,2,1,1,1
24,4,4,3,6,da,4,1,,,1,26,2,2,1,1,1
24,5,5,9,27,cad,3,1,4,,4,24,2,2,1,1,1
24,6,6,6,11,cd,3,4,,,3,27,2,2,1,1,1
24,7,7,9,29,dac,4,1,3,,4,20,2,2,1,1,1
24,8,8,10,35,dbc,4,2,3,,3,19,2,2,1,1,1
24,9,9,3,5,ad,1,4,,,1,22,2,2,1,1,1
24,10,10,8,20,adb,1,4,2,,1,25,2,2,1,1,1
24,11,11,6,11,cd,3,4,,,4,23,2,2,1,1,1
24,12,12,9,30,dca,4,3,1,,1,18,2,2,1,1,1
24,13,13,3,6,da,4,1,,,4,17,2,2,1,1,1
24,14,14,5,10,db,4,2,,,2,28,2,2,1,1,1
24,15,15,7,14,acb,1,3,2,,2,30,2,2,1,1,1
24,16,16,9,30,dca,4,3,1,,1,31,2,2,1,1,1
24,17,1,4,8,cb,3,2,,,2,16,2,2,1,1,1
24,18,2,2,3,ac,1,3,,,1,5,2,2,1,1,1
24,19,3,8,19,abd,1,2,4,,4,13,2,2,1,1,1
24,20,4,2,3,ac,1,3,,,1,10,2,2,1,1,1
24,21,5,8,22,bda,2,4,1,,2,8,2,2,1,1,1
24,22,6,4,8,cb,3,2,,,3,11,2,2,1,1,1
24,23,7,7,18,cba,3,2,1,,3,4,2,2,1,1,1
24,24,8,6,11,cd,3,4,,,3,3,2,2,1,1,1
24,25,9,4,7,bc,2,3,,,3,6,2,2,1,1,1
24,26,10,11,54,cdba,3,4,2,1,1,9,2,2,1,1,1
24,27,11,1,2,ba,2,1,,,1,7,2,2,1,1,1
24,28,12,4,7,bc,2,3,,,2,2,2,2,1,1,1
24,29,13,10,32,bdc,2,4,3,,4,1,2,2,1,1,1
24,30,14,3,5,ad,1,4,,,1,12,2,2,1,1,1
24,31,15,5,10,db,4,2,,,2,14,2,2,1,1,1
24,32,16,2,3,ac,1,3,,,1,15,2,2,1,1,1
25,1,1,6,11,cd,3,4,,,4,3,1,5,1,1,3
25,2,2,7,17,cab,3,1,2,,2,8,1,5,1,1,3
25,3,3,4,7,bc,2,3,,,3,2,1,5,1,1,3
25,4,4,11,43,bacd,2,1,3,4,1,1,1,5,1,1,3
25,5,5,10,33,cbd,3,2,4,,2,16,1,5,1,1,3
25,6,6,1,2,ba,2,1,,,1,15,1,5,1,1,3
25,7,7,3,5,ad,1,4,,,4,11,1,5,1,1,3
25,8,8,10,35,dbc,4,2,3,,4,5,1,5,1,1,3
25,9,9,10,35,dbc,4,2,3,,4,4,1,5,1,1,3
25,10,10,1,2,ba,2,1,,,1,7,1,5,1,1,3
25,11,11,11,59,dcab,4,3,1,2,2,10,1,5,1,1,3
25,12,12,3,6,da,4,1,,,1,12,1,5,1,1,3
25,13,13,4,7,bc,2,3,,,3,6,1,5,1,1,3
25,14,14,11,42,adcb,1,4,3,2,4,14,1,5,1,1,3
25,15,15,9,28,cda,3,4,1,,4,9,1,5,1,1,3
25,16,16,2,3,ac,1,3,,,3,13,1,5,1,1,3
25,17,1,10,35,dbc,4,2,3,,4,19,1,5,1,1,3
25,18,2,6,12,dc,4,3,,,4,24,1,5,1,1,3
25,19,3,5,10,db,4,2,,,2,18,1,5,1,1,3
25,20,4,2,3,ac,1,3,,,1,17,1,5,1,1,3
25,21,5,1,2,ba,2,1,,,2,32,1,5,1,1,3
25,22,6,4,8,cb,3,2,,,2,31,1,5,1,1,3
25,23,7,11,42,adcb,1,4,3,2,4,27,1,5,1,1,3
25,24,8,6,11,cd,3,4,,,4,21,1,5,1,1,3
25,25,9,5,9,bd,2,4,,,4,20,1,5,1,1,3
25,26,10,7,17,cab,3,1,2,,1,23,1,5,1,1,3
25,27,11,10,35,dbc,4,2,3,,2,26,1,5,1,1,3
25,28,12,1,2,ba,2,1,,,1,28,1,5,1,1,3
25,29,13,2,3,ac,1,3,,,3,22,1,5,1,1,3
25,30,14,10,33,cbd,3,2,4,,4,30,1,5,1,1,3
25,31,15,5,10,db,4,2,,,4,25,1,5,1,1,3
25,32,16,6,11,cd,3,4,,,3,29,1,5,1,1,3
26,1,1,7,18,cba,3,2,1,,2,18,2,5,3,1,1
26,2,2,11,47,bdac,2,4,1,3,1,23,2,5,3,1,1
26,3,3,8,19,abd,1,2,4,,1,29,2,5,3,1,1
26,4,4,10,32,bdc,2,4,3,,3,20,2,5,3,1,1
26,5,5,4,7,bc,2,3,,,2,19,2,5,3,1,1
26,6,6,5,9,bd,2,4,,,2,22,2,5,3,1,1
26,7,7,8,19,abd,1,2,4,,1,27,2,5,3,1,1
26,8,8,7,17,cab,3,1,2,,2,30,2,5,3,1,1
26,9,9,3,6,da,4,1,,,4,24,2,5,3,1,1
26,10,10,11,48,bdca,2,4,3,1,2,32,2,5,3,1,1
26,11,11,8,19,abd,1,2,4,,4,25,2,5,3,1,1
26,12,12,4,8,cb,3,2,,,3,17,2,5,3,1,1
26,13,13,11,48,bdca,2,4,3,1,1,31,2,5,3,1,1
26,14,14,2,3,ac,1,3,,,1,21,2,5,3,1,1
26,15,15,1,2,ba,2,1,,,1,26,2,5,3,1,1
26,16,16,11,50,cadb,3,1,4,2,2,28,2,5,3,1,1
26,17,1,3,6,da,4,1,,,1,2,2,5,3,1,1
26,18,2,6,11,cd,3,4,,,3,7,2,5,3,1,1
26,19,3,10,33,cbd,3,2,4,,3,13,2,5,3,1,1
26,20,4,11,39,acbd,1,3,2,4,3,4,2,5,3,1,1
26,21,5,3,6,da,4,1,,,1,3,2,5,3,1,1
26,22,6,7,16,bca,2,3,1,,2,6,2,5,3,1,1
26,23,7,2,4,ca,3,1,,,1,11,2,5,3,1,1
26,24,8,4,7,bc,2,3,,,2,14,2,5,3,1,1
26,25,9,11,60,dcba,4,3,2,1,2,8,2,5,3,1,1
26,26,10,7,17,cab,3,1,2,,3,16,2,5,3,1,1
